ACCOUNT #,METER CAPACITY
09109C076000,4
09109C076500,4
09109C077000,4
09109C077500,4
09109C085000,4
09109C088000,4
09109C088500,4
09109C088700,4
09109C089000,4
09109C094000,4
09109C095000,4
09109C097000,4
09109C098000,4
09109C101000,4
09109C102000,4
09109C103500,4
09109C104000,4
09109C105000,4
09109C106000,4
09109C107000,4
09109C108000,4
09109C109000,4
09109C110000,4
09109C111000,4
09109C112000,4
09109C114000,4
09109C115000,4
09109C116000,4
09109C117000,4
09109C118000,4
09109C119000,4
09109C120000,4
09109C122000,4
09109C123000,4
09109C124000,4
09109C125000,4
09109C126000,4
09109C127000,4
09109C128000,4
09109C129000,4
09109C130000,4
09109C131000,4
09109C133000,4
09109C134000,4
09109C135000,4
09109C136000,4
09109C137000,4
09109C138000,4
09109C139000,4
09109C140000,4
09109C141000,4
09110C001000,4
09110C002000,4
09110C003000,4
09110C004000,4
09110C005000,4
09110C007000,4
09110C008000,4
09110C009000,4
09110C010000,4
09110C011000,4
09110C012000,4
09110C013000,4
09110C014000,4
09110C015000,4
09110C018000,4
09110C019000,4
09110C020000,4
09110C021000,4
09110C022000,4
09110C023000,4
09110C024000,4
09110C027000,4
09110C028000,4
09110C029000,4
09110C029500,4
09110C031000,4
09110C032000,4
09110C034000,4
09110C035000,4
09110C036000,4
09110C037000,4
09110C038000,4
09110C039000,4
09110C040000,4
09110C041000,4
09110C042000,4
09110C043000,4
09110C044000,4
09110C045000,4
09110C046000,4
09110C047000,4
09110C048000,4
09110C049000,4
09110C050000,4
09110C051000,4
09110C052000,4
09110C053000,4
09110C054000,4
09110C055000,4
09110C056000,4
09110C056500,4
09110C057000,4
09110C058000,4
09110C060000,4
09110C061500,4
09110C062000,4
09110C064000,4
09110C066000,4
09110C067000,4
09110C068000,4
09110C076000,4
09110C077000,4
09110C078000,4
09110C079000,4
09110C080000,4
09110C082000,4
09110C084000,4
09110C085000,4
09110C086000,4
09110C088000,4
09110C089000,4
09110C090000,4
09110C091000,4
09110C091500,4
09110C093000,4
09110C094000,4
09110C095000,4
09110C096000,4
09110C097000,4
09110C100000,4
09110C100500,4
09110C103000,4
09110C104000,4
09110C105000,4
09110C106000,4
09110C107000,4
09110C108000,4
09110C109000,4
09110C110000,4
09110C111000,4
09110C112000,4
09110C113000,4
09110C114000,4
09110C115000,4
09110C116000,4
09110C117000,4
09110C118000,4
09110C119000,4
09110C121000,4
09110C122500,4
09110C123000,4
09110C124000,4
09110C125000,4
09110C126000,4
09110C127000,4
09110C128000,4
09110C129000,4
09110C130000,4
09110C131000,4
09110C132000,4
09110C133000,4
09110C134000,4
09110C135000,4
09110C136000,4
09110C137000,4
09110C138500,4
09110C139000,4
09110C140000,4
09110C142000,4
09110C143000,4
09111C001000,4
09111C002000,4
09111C003000,4
09111C004000,4
09111C005000,4
09111C006000,4
09111C007000,4
09111C008000,4
09111C010000,4
09111C011000,4
09111C012000,4
09111C013000,4
09111C015000,4
09111C016000,4
09111C017000,4
09111C018000,4
09111C019000,4
09111C023000,4
09111C025000,4
09111C026000,4
09111C027000,4
09111C027500,4
09111C029000,4
09111C030000,4
09111C031000,4
09111C032000,4
09111C034000,4
09111C035000,4
09111C036000,4
09111C037000,4
09111C038000,4
09111C038100,4
09111C039000,4
09111C040000,4
09111C041000,4
09111C042000,4
09111C043000,4
09111C044000,4
09111C045000,4
09111C046000,4
09111C047000,4
09111C048000,4
09111C049000,4
09111C050000,4
09111C051000,4
09111C053000,4
09111C054000,4
09111C055000,4
09111C056000,4
09111C057000,4
09111C058000,4
09111C059000,4
09111C060000,4
09111C061000,4
09111C062000,4
09111C063000,4
09111C064000,4
09111C065000,4
09111C066000,4
09111C067000,4
09111C068000,4
09111C070000,4
09111C071000,4
09111C072000,4
09111C073000,4
09111C074000,4
09111C075000,4
09111C077000,4
09111C081000,4
09111C082000,4
09111C083000,4
09111C084000,4
09111C085000,4
09111C086000,4
09111C088000,4
09111C089000,4
09111C090000,4
09111C091000,4
09111C092000,4
09111C093000,4
09111C094000,4
09111C095000,4
09111C096000,4
09111C097000,4
09111C098000,4
09111C099000,4
09111C100000,4
09111C101000,4
09111C102000,4
09111C103000,4
09111C105000,4
09111C106000,4
09111C107000,4
09111C108000,4
09111C109000,4
09111C110000,4
09111C111000,4
09111C113000,4
09111C114000,4
09111C115000,4
09111C116000,4
09111C116500,4
09111C118000,4
09111C119000,4
09111C121000,4
09111C122000,4
09111C123000,4
09111C124000,4
09111C125000,4
09111C126000,4
09111C127000,4
09111C128000,4
09111C129000,4
09111C129500,4
09111C130000,4
09111C131000,4
09111C132000,4
09111C134000,4
09111C136000,4
09111C136500,4
09111C137000,4
09111C137500,4
09111C138000,4
09111C138500,4
09111C139000,4
09111C139500,4
09111C140000,4
09111C140500,4
09111C141000,4
09111C141500,4
09111C142000,4
09111C142500,4
09111C143000,4
09111C143500,4
09111C144000,4
09111C144500,4
09111C145000,4
09111C145500,4
09111C146000,4
09112C001000,4
09112C011500,4
09112C012000,4
09112C013000,4
09112C014000,4
09112C015000,4
09112C016000,4
09112C017000,4
09112C019000,4
09112C020000,4
09112C021000,4
09112C022000,4
09112C024000,4
09112C025000,4
09112C026000,4
09112C027000,4
09112C028000,4
09112C029000,4
09112C030000,4
09112C031000,4
09112C032000,4
09112C033000,4
09112C034000,4
09112C035000,4
09112C036000,4
09112C037000,4
09112C038000,4
09112C039000,4
09112C040000,4
09112C041000,4
09112C042000,4
09112C043000,4
09112C044000,4
09112C045000,4
09112C046000,4
09112C047000,4
09112C048000,4
09112C049000,4
09112C050000,4
09112C051000,4
09112C052000,4
09112C053000,4
09112C054000,4
09112C055000,4
09112C056000,4
09112C057000,4
09112C058000,4
09112C091000,4
09112C092000,4
09112C093000,4
09112C094000,4
09112C095000,4
09112C096000,4
09112C098000,4
09112C099000,4
09112C100000,4
09112C102000,4
09112C103000,4
09112C104000,4
09112C105000,4
09112C106000,4
09112C107000,4
09112C108000,4
09112C109000,4
09112C110000,4
09112C114000,4
09112C115500,4
09112C117000,4
09112C118000,4
09112C119000,4
09112C121000,4
09112C122000,4
09112C123000,4
09112C124000,4
09112C125000,4
09112C127000,4
09112C129000,4
09112C130000,4
09112C131000,4
09112C132000,4
09112C133000,4
09112C133500,4
09112C139000,4
09112C140000,4
09112C141000,4
09112C142000,4
09112C145000,4
09112C147000,4
09112C148000,4
09112C149000,4
09112C151000,4
09112C152000,4
09112C153000,4
09112C154000,4
09112C156000,4
09112C157000,4
09112C158000,4
09112C159000,4
09112C161000,4
09112C163000,4
09112C165000,4
09113C001000,4
09113C002000,4
09113C003000,4
09113C007100,4
09113C006000,4
09113C005000,4
09113C009000,4
09113C010000,4
09113C011000,4
09113C012000,4
09113C014000,4
09113C015000,4
09113C016000,4
09113C017000,4
09113C018000,4
09113C019000,4
09113C020000,4
09113C021000,4
09113C022000,4
09113C023000,4
09113C024000,4
09113C025000,4
09113C026000,4
09113C027000,4
09113C028000,4
09113C029000,4
09113C030000,4
09113C031000,4
09113C035000,4
09113C036000,4
09113C037000,4
09113C037500,4
09113C040000,4
09113C041000,4
09113C042000,4
09113C043000,4
09113C044000,4
09113C045000,4
09113C046000,4
09113C047000,4
09113C048000,4
09113C049000,4
09113C050000,4
09113C051000,4
09113C052000,4
09113C053000,4
09113C054000,4
09113C055000,4
09113C056000,4
09113C057000,4
09113C058000,4
09113C059000,4
09113C060000,4
09113C061000,4
09113C062000,4
09113C063000,4
09113C064000,4
09113C065000,4
09113C066000,4
09113C067000,4
09113C068000,4
09113C069000,4
09113C071000,4
09113C072000,4
09113C073000,4
09113C074000,4
09113C076000,4
09113C077000,4
09113C077200,4
09113C078000,4
09113C079000,4
09113C080000,4
09113C081000,4
09113C082000,4
09113C083000,4
09113C084000,4
09113C085000,4
09113C086000,4
09113C088000,4
09113C090000,4
09113C091000,4
09113C092000,4
09113C093000,4
09113C094000,4
09113C095000,4
09113C096000,4
09113C097000,4
09113C098000,4
09113C099000,4
09113C100000,4
09113C101000,4
09113C102000,4
09113C104000,4
09113C106000,4
09113C107000,4
09113C108000,4
09113C109000,4
09113C110000,4
09113C111000,4
09113C112000,4
09113C113000,4
09113C114000,4
09113C115000,4
09113C116000,4
09113C117000,4
09113C118000,4
09113C119000,4
09113C120000,4
09113C121000,4
09113C123000,4
09113C124000,4
09113C125000,4
09113C126000,4
09113C127000,4
09113C128000,4
09113C129000,4
09113C131000,4
09113C132000,4
09113C133000,4
09113C134000,4
09113C135000,4
09113C136000,4
09114C001000,4
09114C002000,4
09114C004000,4
09114C005000,4
09114C006000,4
09114C008000,4
09114C009000,4
09114C010000,4
09114C011000,4
09114C012000,4
09114C013000,4
09114C014000,4
09114C016000,4
09114C017000,4
09114C018000,4
09114C019000,4
09114C020000,4
09114C021000,4
09114C024000,4
09114C025000,4
09114C026000,4
09114C028000,4
09114C029000,4
09114C030000,4
09114C031000,4
09114C032000,4
09114C033000,4
09114C034000,4
09114C035000,4
09114C037000,4
09114C038000,4
09114C039000,4
09114C040000,4
09114C041000,4
09114C045000,4
09114C047000,4
09114C048000,4
09114C049000,4
09114C050000,4
09114C051000,4
09114C052000,4
09114C053000,4
09114C055000,4
09114C056000,4
09114C057000,4
09114C058000,4
09114C059000,4
09114C060000,4
09114C063500,4
09114C065000,4
09114C070000,4
09114C071000,4
09114C072000,4
09114C073000,4
09114C074000,4
09114C075000,4
09114C076000,4
09114C077000,4
09114C081000,4
09114C082000,4
09114C083000,4
09114C084000,4
09114C085000,4
09114C086000,4
09114C087000,4
09114C088000,4
09114C091000,4
09114C099000,4
09114C100000,4
09114C102000,4
09114C103000,4
09114C104000,4
09114C105000,4
09114C106000,4
09114C107000,4
09114C108000,4
09114C109000,4
09114C110000,4
09114C112000,4
09114C113000,4
09114C115000,4
09114C116000,4
09114C117000,4
09114C118000,4
09114C119000,4
09114C120000,4
09115C001000,4
09115C002000,4
09115C003000,4
09115C004000,4
09115C005000,4
09115C006000,4
09115C007000,4
09115C008000,4
09115C009000,4
09115C010000,4
09115C011000,4
09115C012000,4
09115C013000,4
09115C014000,4
09115C017000,4
09115C018000,4
09115C021000,4
09115C022000,4
09115C024000,4
09115C026000,4
09115C028000,4
09115C029500,4
09115C030000,4
09115C030500,4
09115C038000,4
09115C039000,4
09115C040000,4
09115C041000,4
09115C044000,4
09115C044500,4
09115C045000,4
09115C046000,4
09115C047000,4
09115C050000,4
09115C051000,4
09115C054000,4
09115C055000,4
09115C056000,4
09115C057000,4
09115C058000,4
09115C059000,4
09115C060000,4
09115C061000,4
09115C062000,4
09115C063000,4
09115C064000,4
09115C065000,4
09115C067000,4
09115C068000,4
09115C069000,4
09115C070000,4
09115C071000,4
09115C073000,4
09115C074000,4
09115C075000,4
09115C076000,4
09115C077000,4
09115C078000,4
09115C079000,4
09115C080000,4
09115C081000,4
09115C082000,4
09115C083000,4
09115C084000,4
09115C085000,4
09115C086000,4
09115C087000,4
09115C088000,4
09115C089000,4
09115C090000,4
09115C091000,4
09115C092000,4
09115C093000,4
09115C094000,4
09115C095000,4
09115C097000,4
09115C098000,4
09115C099000,4
09115C100000,4
09115C101000,4
09115C102000,4
09115C103000,4
09115C104000,4
09115C105000,4
09115C106000,4
09115C107000,4
09115C108000,4
09115C109000,4
09115C110000,4
09115C111000,4
09115C112000,4
09115C113000,4
09116C001000,4
09116C002000,4
09116C004000,4
09116C005000,4
09116C006000,4
09116C007000,4
09116C008000,4
09116C009000,4
09116C010000,4
09116C011000,4
09116C012000,4
09116C013000,4
09116C014000,4
09116C015000,4
09116C017000,4
09116C018000,4
09116C021000,4
09116C022000,4
09116C023000,4
09116C026000,4
09116C029000,4
09116C030000,4
09116C031000,4
09116C033000,4
09116C034000,4
09116C036000,4
09116C037000,4
09116C038000,4
09116C039000,4
09116C040000,4
09116C041000,4
09116C042000,4
09116C043000,4
09116C045000,4
09116C046000,4
09116C047000,4
09116C048000,4
09116C049000,4
09116C050000,4
09116C051000,4
09116C052000,4
09116C053000,4
09116C054000,4
09116C055000,4
09116C056000,4
09116C057000,4
09116C058000,4
09116C059000,4
09116C060000,4
09116C060500,4
09116C061000,4
09116C062000,4
09116C063000,4
09116C064000,4
09116C069000,4
09116C070000,4
09116C071000,4
09116C072000,4
09116C073000,4
09116C075000,4
09116C076000,4
09116C077000,4
09116C078000,4
09116C079000,4
09116C080000,4
09116C081000,4
09116C082000,4
09116C083000,4
09116C084000,4
09116C085000,4
09116C086000,4
09116C088000,4
09116C089000,4
09116C090000,4
09116C091000,4
09116C092000,4
09116C093000,4
09116C094000,4
09116C095000,4
09116C096000,4
09116C097000,4
09116C098000,4
09116C099000,4
09116C100000,4
09116C101000,4
09116C102000,4
09116C105000,4
09116C106000,4
09116C107000,4
09116C108000,4
09116C109000,4
09116C110000,4
09116C111000,4
09116C112000,4
09116C113000,4
09116C114000,4
09116C115000,4
09116C116000,4
09116C118000,4
09116C119000,4
09116C120000,4
09116C121000,4
09116C122000,4
09116C123000,4
09116C124000,4
09116C125000,4
09116C126000,4
09116C127000,4
09116C128000,4
09116C129000,4
09116C130000,4
09117C001000,4
09117C003000,4
09117C004000,4
09117C008000,5
09117C009000,4
09117C010000,4
09117C011000,4
09117C012000,4
09117C013000,4
09117C014000,4
09117C015000,4
09117C016000,4
09117C017000,4
09117C018000,4
09117C019000,4
09117C020000,4
09117C021000,4
09117C022000,4
09117C023000,4
09117C024000,4
09117C026000,4
09117C027000,4
09117C028000,4
09117C029000,4
09117C030000,4
09117C031000,4
09117C032000,4
09117C033000,4
09117C034000,4
09117C035000,4
09117C036000,4
09117C037000,4
09117C038000,4
09117C039000,4
09117C040000,4
09117C041000,4
09117C042000,4
09117C043000,4
09117C044000,4
09117C045000,4
09117C046000,4
09117C047000,4
09117C048000,4
09117C049000,4
09117C049500,4
09117C050000,4
09117C053000,4
09117C054000,4
09117C055000,4
09117C056000,4
09117C057000,4
09117C060000,4
09117C061000,4
09117C062000,4
09117C063000,4
09117C064000,4
09117C065000,4
09117C066000,4
09117C069000,4
09117C070000,4
09117C071000,4
09117C072000,4
09117C073000,4
09117C074000,4
09117C076000,4
09117C077000,4
09117C078000,4
09117C079000,4
09117C080000,4
09117C081000,4
09117C082000,4
09117C083000,4
09117C084000,4
09117C085000,4
09117C086000,4
09117C087000,4
09117C088000,4
09117C091500,5
09117C092000,4
09117C095100,4
09117C096000,4
09117C097000,4
09117C098000,4
09117C099000,4
09117C100000,4
09117C102000,4
09117C103000,4
09117C104000,4
09117C105000,4
09117C106000,4
09117C107000,4
09117C107500,4
09117C118000,4
09117C120000,4
09117C121000,4
09118C001000,4
09118C002000,4
09118C003000,4
09118C005000,4
09118C006000,4
09118C007000,4
09118C009000,4
09118C012000,4
09118C015000,4
09118C016000,4
09118C017000,4
09118C018000,4
09118C019000,4
09118C020000,4
09118C021000,4
09118C022000,4
09118C023000,4
09118C024000,4
09118C025000,4
09118C026000,4
09118C026500,5
09118C027000,4
09118C028000,4
09118C029000,4
09118C030000,4
09118C031000,4
09118C034000,4
09118C035000,4
09118C036000,4
09118C037000,4
09118C038000,4
09118C039000,4
09118C040000,4
09118C041000,4
09118C042000,4
09118C043000,4
09118C045000,4
09118C046000,4
09118C047000,4
09118C048000,4
09118C049000,4
09118C050000,4
09118C051000,4
09118C053000,4
09118C054000,4
09118C055000,4
09118C057000,4
09118C058000,4
09118C059000,4
09118C060000,4
09118C062000,4
09118C063000,4
09118C064000,4
09118C066000,4
09118C067000,4
09118C069000,4
09118C071000,4
09118C072000,4
09118C073000,4
09118C074000,4
09118C075000,4
09118C076000,4
09118C078000,4
09118C079000,4
09118C080000,4
09118C082000,4
09118C083000,4
09118C084000,4
09118C085000,4
09118C086000,4
09118C087000,4
09118C090000,4
09118C092000,4
09118C093000,4
09118C094000,4
09118C095000,4
09118C096000,4
09118C098000,4
09118C099000,4
09118C100000,4
09118C101000,4
09118C102000,4
09118C103000,4
09118C104000,4
09118C105000,4
09118C106000,4
09118C107000,4
09118C108000,4
09118C109000,4
09118C110000,4
09118C111000,4
09118C112000,4
09118C113000,4
09118C114000,4
09118C115000,4
09118C116000,4
09118C117000,4
09118C118000,4
09118C119000,4
09118C120000,4
09118C121000,4
09118C122000,4
09118C123000,4
09118C124000,4
09118C125000,4
09118C126000,4
09119C001000,4
09119C003000,4
09119C004000,4
09119C005000,4
09119C006000,4
09119C007000,4
09119C008000,4
09119C009000,4
09119C010000,4
09119C012000,4
09119C013000,4
09119C014000,4
09119C015000,4
09119C016000,4
09119C017000,4
09119C018000,4
09119C019000,4
09119C021000,4
09119C022000,4
09119C024000,4
09119C025000,4
09119C026000,4
09119C027000,4
09119C028000,4
09119C029000,4
09119C030000,4
09119C031000,4
09119C034000,4
09119C035000,4
09119C036000,4
09119C037000,4
09119C038000,4
09119C039000,4
09119C040000,4
09119C041000,4
09119C042000,4
09119C043000,4
09119C044000,4
09119C045000,4
09119C046000,4
09119C047000,4
09119C048000,4
09119C049000,4
09119C050000,4
09119C051000,4
09119C052000,4
09119C053000,4
09119C054000,4
09119C055000,4
09119C056000,4
09119C057000,4
09119C058000,4
09119C059000,4
09119C060000,4
09119C061000,4
09119C062000,4
09119C063000,4
09119C064000,4
09119C065000,4
09119C067000,4
09119C068000,4
09119C069000,4
09119C070000,4
09119C071000,4
09119C072000,4
09119C073000,4
09119C074000,4
09119C075000,4
09119C076000,4
09119C077000,4
09119C078000,4
09119C079000,4
09119C080000,4
09119C081000,4
09119C083000,4
09119C084000,4
09119C085000,4
09119C086000,4
09119C087000,4
09119C088000,4
09119C089000,4
09119C090000,4
09119C091000,4
09119C092000,4
09119C093000,4
09119C095000,4
09119C096000,4
09119C097000,4
09119C098000,4
09119C099000,4
09119C100000,4
09119C101000,4
09119C102000,4
09119C104000,4
09119C105000,4
09119C106000,4
09119C109000,4
09119C110000,4
09119C111000,4
09119C115000,4
09119C117000,4
09119C118000,4
09119C119000,4
09119C120000,4
09119C121000,4
09119C122000,4
09119C123000,4
09120C001000,4
09120C002000,4
09120C003000,4
09120C004000,4
09120C005000,4
09120C007000,4
09120C008000,4
09120C009000,4
09120C010000,4
09120C011000,4
09120C012000,4
09120C014000,4
09120C015000,4
09120C016000,4
09120C017000,4
09120C018500,4
09120C019000,4
09120C020000,4
09120C021000,4
09120C022000,4
09120C023000,4
09120C025000,4
09120C025400,4
09120C025600,4
09120C025800,4
09120C025900,4
09120C026000,4
09120C027000,4
09120C029000,4
09120C030000,4
09120C031000,4
09120C032000,4
09120C034000,4
09120C035000,4
09120C036000,4
09120C037000,4
09120C038000,4
09120C039000,4
09120C040000,4
09120C041000,4
09120C042000,4
09120C043000,4
09120C044000,4
09120C045000,4
09120C046000,4
09120C047000,4
09120C048000,4
09120C049000,4
09120C050000,4
09120C051000,4
09120C052000,4
09120C053000,4
09120C055000,4
09120C056000,4
09120C057000,4
09120C058000,4
09120C059000,4
09120C060000,4
09120C063000,4
09120C065000,4
09120C066000,4
09120C066500,4
09120C068000,4
09120C069000,4
09120C070000,4
09120C071000,4
09120C072000,4
09120C073000,4
09120C074000,4
09120C075000,4
09120C077000,4
09120C078000,4
09120C079000,4
09120C080000,4
09120C082000,4
09120C083000,4
09120C084000,4
09120C085000,4
09120C086000,4
09120C087000,4
09120C088000,4
09120C089000,4
09120C090000,4
09120C091000,4
09120C092000,4
09120C093000,4
09120C094000,4
09120C095000,4
09120C096000,4
09120C097000,4
09120C099000,4
09120C100000,4
09120C101000,4
09120C102000,4
09120C103000,4
09120C104000,4
09120C105000,4
09120C106000,4
09120C110000,4
09120C112000,4
09120C113000,4
09120C114000,4
09120C115000,4
09120C116000,4
09120C117000,4
09120C118000,4
09120C119000,4
09120C121000,4
09120C123000,4
09121C001000,4
09121C002000,4
09121C003000,4
09121C004000,4
09121C005000,4
09121C006000,4
09121C007000,4
09121C008000,4
09121C009000,4
09121C010000,4
09121C012000,4
09121C013000,4
09121C014000,4
09121C016000,4
09121C018000,4
09121C019000,4
09121C020000,4
09121C021000,4
09121C022000,4
09121C023000,4
09121C023500,4
09121C025000,4
09121C026000,4
09121C027000,4
09121C028000,4
09121C029000,4
09121C030000,4
09121C031000,4
09121C036000,4
09121C037000,4
09121C038000,4
09121C039000,4
09121C040100,5
09121C041000,4
09121C042000,4
09121C045000,4
09121C046000,4
09121C047000,4
09121C048000,4
09121C049000,4
09121C050000,4
09121C051000,4
09121C052000,4
09121C053000,4
09121C054000,4
09121C055000,4
09121C056000,4
09121C057000,4
09121C058000,4
09121C059000,4
09121C060000,4
09121C061000,4
09121C062000,4
09121C063000,4
09121C064000,4
09121C065000,4
09121C066000,4
09121C067000,4
09121C068000,4
09121C069000,4
09121C070000,4
09121C071000,4
09121C072000,4
09121C073000,4
09121C074000,4
09121C075000,4
09121C076000,4
09121C077000,4
09121C079000,4
09121C080000,4
09121C081000,4
09121C082000,4
09121C083000,4
09121C084000,4
09121C085000,4
09121C087000,4
09121C088000,4
09121C089000,4
09121C090000,4
09121C091000,4
09121C092000,4
09121C093000,4
09121C094000,4
09121C095000,5
09121C096000,4
09121C099000,5
09121C100000,4
09121C101000,4
09121C102000,4
09121C103100,4
09121C105000,4
09121C106000,4
09121C107000,4
09121C108000,4
09121C109000,4
09121C110000,4
09121C111000,4
09121C111500,4
09122C000500,4
09122C001000,4
09122C002000,4
09122C003000,4
09122C004000,4
09122C005000,4
09122C006000,4
09122C007000,4
09122C008000,4
09122C009000,4
09122C010000,4
09122C011000,4
09122C012000,4
09122C014000,4
09122C015000,4
09122C016000,4
09122C017000,4
09122C018000,4
09122C019000,4
09122C020000,4
09122C021000,4
09122C022000,4
09122C023000,4
09122C024000,4
09122C025000,4
09122C026000,4
09122C029000,4
09122C030000,4
09122C031200,4
09122C033000,5
09122C034500,5
09122C035500,4
09122C036000,4
09122C036500,4
09122C038000,4
09122C039000,4
09122C040000,4
09122C042000,4
09122C043000,4
09122C044000,4
09122C045000,4
09122C047500,5
09122C050000,4
09122C051000,4
09122C052000,4
09122C052500,4
09122C053000,4
09122C053500,4
09122C054000,4
09122C055000,4
09122C056000,4
09122C057000,4
09122C060000,4
09122C061000,4
09122C062000,4
09122C063000,4
09122C064000,4
09122C066900,5
09122C068000,4
09122C070100,4
09122C071000,4
09122C072000,4
09122C073000,4
09122C074000,4
09122C074300,5
09122C074500,5
15001U123000,5
09122C080000,5
09123C002100,4
09123C014000,5
09123C018100,5
09123C033000,4
09123C035000,4
15002U235000,4
09123C051000,4
09123C051500,4
09123C057000,4
09123C058500,4
09123C060000,4
09123C062000,4
09123C063000,4
09123C065000,4
09123C066000,4
09123C067000,4
09123C068000,4
09123C070000,4
09123C072000,4
09123C073000,4
09123C076000,4
09123C077000,4
09123C078000,4
09123C080000,4
09123C096100,4
09123C100500,5
09123C102500,4
09123C103500,4
09123C104000,4
09123C105000,4
09123C107500,5
09123C107700,5
09123C108000,5
09123C109000,4
09123C111100,5
09123C111500,4
09123C113500,4
09123C114000,4
09123C115000,4
09123C116000,5
09123C118000,4
09123C119000,4
09124C001000,4
09124C001500,5
09124C002500,4
09124C003000,4
09124C005000,4
09124C006000,4
09124C007000,4
09124C008500,5
09124C009000,4
09124C010500,4
09124C011000,4
09124C013000,4
09124C015500,5
09124C017000,4
09124C019500,4
09124C020300,4
09124C022100,5
09124C022400,5
09124C028000,5
09124C029000,5
09124C057500,5
09124C071100,5
09124C076500,4
09124C079500,4
09124C080000,5
09124C081000,4
09124C081500,4
09124C083000,4
09124C085000,5
09124C086000,5
09124C087000,4
09124C088000,5
09124C089000,4
09124C091000,5
09124C095000,4
09124C097000,5
09124C099000,4
09124C100000,5
15003U230200,5
09124C105500,4
09124C106100,4
09124C107100,4
09124C112000,5
09124C129000,4
09124C130000,4
09124C131500,5
09124C132200,5
09125C006000,4
09125C007000,4
15003U225000,4
09125C015000,4
09125C018000,5
09125C020000,4
09125C033000,5
09125C033100,5
09125C034500,4
09125C035000,4
09125C036000,4
09125C040000,5
09125C041700,4
09125C042000,4
09125C043000,3
09125C046000,5
09125C100500,4
09125C101000,4
09125C102000,4
09125C103000,5
09125C104100,5
09125C107000,5
09125C108500,5
09125C110000,4
09125C112000,4
09125C115000,5
09125C115001,4
09125C125000,5
09126C002500,5
09126C007500,4
09126C011500,4
09126C012000,4
09126C012500,4
09126C018000,5
09126C024000,5
09126C024001,4
09126C055000,5
09126C070700,5
09126C073000,5
09126C074100,5
09126C074200,4
09126C075000,4
09126C077000,4
09126C077200,4
09126C116000,4
09126C118100,5
09126C120000,5
09126C126000,5
09126C126500,5
09126C130000,4
09126C130500,5
09126C131500,4
09126C132500,4
09126C134500,4
09130C001000,5
09130C006500,5
09130C010500,4
09133C001000,4
09133C003000,4
09133C010000,5
09133C011000,4
09133C012000,4
09133C014000,4
09133C015000,4
09133C022000,4
09133C030000,4
09133C034000,4
09133C040000,4
09133C042000,4
09133C043000,4
09133C052000,4
09133C053000,4
09133C054000,4
09133C055000,5
09133C057000,4
09133C058000,4
09133C059000,4
09133C059500,4
09133C062000,4
09133C063000,4
09133C066000,4
09133C067000,4
09133C068000,4
09133C072000,4
09133C078000,4
09133C081500,4
09133C084000,4
09133C100000,4
09133C110000,4
09133C113000,4
09133C114000,4
09133C115000,4
09133C116000,4
09133C117000,4
09133C117500,4
09133C118000,4
15004U135000,4
09134C057500,4
09134C086000,4
09134C087000,4
09134C088000,4
09134C090000,4
09134C091000,4
09134C093000,4
09134C094000,4
09134C095000,4
09134C096000,4
09134C097000,4
09134C098500,4
09135C021000,4
09135C022000,4
09135C023000,5
09135C023500,5
09135C024000,4
09135C025000,4
09135C026100,5
09135C027000,4
09135C028000,4
09135C029000,4
09135C030000,4
09135C031000,4
09135C032000,4
09135C033000,4
09135C034000,4
09135C035000,4
09135C036000,4
09135C037000,4
09135C083000,4
09135C084000,4
09135C086000,4
09135C090000,4
09135C092000,4
09135C098000,4
09135C103000,4
09135C105000,4
09135C107000,4
09135C110000,4
09136C050000,5
09136C061000,4
09136C062000,4
09136C067000,4
09137C017000,5
09137C131100,4
09138C005000,4
09138C009000,4
09138C010000,4
09138C013500,4
09138C015000,4
09138C018000,4
09138C021000,4
09138C022000,4
09138C025500,4
09138C042000,4
09138C044000,4
09138C057000,4
09138C060100,4
09138C064000,4
09138C075000,4
09138C076000,4
09138C077000,4
09139C014500,4
09139C015000,5
09139C025000,4
09139C036000,4
09139C050000,5
09139C055200,4
09139C055500,5
09139C056500,5
09139C057000,5
09139C058000,4
09139C059000,4
09139C063500,4
09139C066500,4
09139C088000,4
09139C119000,4
09140C033000,4
09140C034000,4
09140C037000,4
09140C040000,4
09140C042000,4
09140C043500,4
09140C057000,4
09140C057300,4
09140C058000,4
09140C060000,5
09140C068000,4
09140C072000,4
09140C072500,5
09140C073000,4
09140C075500,4
09140C077000,4
09140C078000,4
09140C079000,4
09140C080100,4
09141C049100,4
09142C001000,4
09142C001500,4
09142C002000,4
09142C002500,4
09142C003000,4
09142C003500,4
09142C004000,4
09142C004500,4
09142C007000,4
09142C011000,4
09142C013000,4
09142C014000,4
09142C015000,4
09142C016000,5
09142C017000,4
09142C020000,4
09142C021000,4
09142C022000,4
09142C024000,4
09142C026000,4
09142C027000,4
09142C032000,4
14003M255000,4
09142C037000,4
09142C047000,4
09142C048000,4
09142C049000,4
09142C050000,5
09142C083000,5
09142C087000,4
09142C089000,4
09142C090000,4
09142C091000,4
09142C110000,4
09143C006000,4
09143C008000,5
09143C008500,4
09143C015000,4
09143C020000,4
09143C032000,4
09143C033000,4
09143C039000,4
09143C044900,5
09143C045100,4
09143C045200,4
09143C074000,4
09143C079000,5
09143C083500,5
09143C089000,5
09143C090500,5
09143C092000,5
09143C093000,4
09143C095000,4
09143C096000,4
09143C098500,5
09143C098600,5
09143C098700,5
09143C102000,4
